gene_name,in_ncg,in_civic,external_source_count,external_sources,max_external_evidence_score,consensus_label,consensus_confidence,high_confidence_label
USP44,True,False,1,NCG,1.0,1,single_source_positive,
POGZ,False,False,0,,0.0,0,negative_candidate,0.0
TNPO2,True,False,1,NCG,1.0,1,single_source_positive,
UBAP1,False,False,0,,0.0,0,negative_candidate,0.0
DPYSL3,False,False,0,,0.0,0,negative_candidate,0.0
VN1R2,True,False,1,NCG,1.0,1,single_source_positive,
PAK4,False,False,0,,0.0,0,negative_candidate,0.0
IGHV4-34,False,False,0,,0.0,0,negative_candidate,0.0
DSC1,True,False,1,NCG,1.0,1,single_source_positive,
CCDC30,False,False,0,,0.0,0,negative_candidate,0.0
CRACDL,False,False,0,,0.0,0,negative_candidate,0.0
LEMD2,True,False,1,NCG,1.0,1,single_source_positive,
MACF1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
CHMP2B,True,False,1,NCG,1.0,1,single_source_positive,
IGKV3-11,False,False,0,,0.0,0,negative_candidate,0.0
UHRF2,False,False,0,,0.0,0,negative_candidate,0.0
SFRP4,True,False,1,NCG,1.0,1,single_source_positive,
CACNA1S,False,False,0,,0.0,0,negative_candidate,0.0
GALNTL5,True,False,1,NCG,1.0,1,single_source_positive,
NIN,True,False,1,NCG,1.0,1,single_source_positive,
HBG2,False,False,0,,0.0,0,negative_candidate,0.0
CNTN6,True,False,1,NCG,1.0,1,single_source_positive,
MED1,True,False,1,NCG,1.0,1,single_source_positive,
PMF1,False,False,0,,0.0,0,negative_candidate,0.0
PGM5,False,False,0,,0.0,0,negative_candidate,0.0
RHOJ,False,False,0,,0.0,0,negative_candidate,0.0
IRGC,False,False,0,,0.0,0,negative_candidate,0.0
TBATA,False,False,0,,0.0,0,negative_candidate,0.0
USP40,False,False,0,,0.0,0,negative_candidate,0.0
GFPT2,False,False,0,,0.0,0,negative_candidate,0.0
PPP2R1A,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
ACOT9,False,False,0,,0.0,0,negative_candidate,0.0
RHOQ,False,False,0,,0.0,0,negative_candidate,0.0
RTN3,False,False,0,,0.0,0,negative_candidate,0.0
PCDHGB4,False,False,0,,0.0,0,negative_candidate,0.0
C12ORF57,False,False,0,,0.0,0,negative_candidate,0.0
DPP3,False,False,0,,0.0,0,negative_candidate,0.0
SLFNL1,False,False,0,,0.0,0,negative_candidate,0.0
NAGK,False,False,0,,0.0,0,negative_candidate,0.0
EML1,False,True,1,CIViC,1.0,1,single_source_positive,
CDC23,True,False,1,NCG,1.0,1,single_source_positive,
KIF26A,False,False,0,,0.0,0,negative_candidate,0.0
NR2F2,False,True,1,CIViC,0.9,1,single_source_positive,
ANKMY2,False,False,0,,0.0,0,negative_candidate,0.0
ZNF185,False,False,0,,0.0,0,negative_candidate,0.0
PPOX,False,False,0,,0.0,0,negative_candidate,0.0
XRCC5,True,False,1,NCG,1.0,1,single_source_positive,
PNPLA6,False,False,0,,0.0,0,negative_candidate,0.0
HOXB4,False,False,0,,0.0,0,negative_candidate,0.0
ATG5,False,False,0,,0.0,0,negative_candidate,0.0
ARHGAP31,False,False,0,,0.0,0,negative_candidate,0.0
SYNDIG1L,False,False,0,,0.0,0,negative_candidate,0.0
DBX2,False,False,0,,0.0,0,negative_candidate,0.0
RSPH6A,False,False,0,,0.0,0,negative_candidate,0.0
HCFC1,False,False,0,,0.0,0,negative_candidate,0.0
MBTPS2,False,False,0,,0.0,0,negative_candidate,0.0
GOLM1,False,False,0,,0.0,0,negative_candidate,0.0
PHOX2A,False,False,0,,0.0,0,negative_candidate,0.0
SLC39A10,False,False,0,,0.0,0,negative_candidate,0.0
TTC7A,False,False,0,,0.0,0,negative_candidate,0.0
SWI5,False,False,0,,0.0,0,negative_candidate,0.0
HP1BP3,False,False,0,,0.0,0,negative_candidate,0.0
METTL2B,False,False,0,,0.0,0,negative_candidate,0.0
KLHL21,False,False,0,,0.0,0,negative_candidate,0.0
YEATS2,False,False,0,,0.0,0,negative_candidate,0.0
HBS1L,False,False,0,,0.0,0,negative_candidate,0.0
PRR27,False,False,0,,0.0,0,negative_candidate,0.0
HECW2,True,False,1,NCG,1.0,1,single_source_positive,
GPX6,False,False,0,,0.0,0,negative_candidate,0.0
DYTN,False,False,0,,0.0,0,negative_candidate,0.0
XRN2,False,False,0,,0.0,0,negative_candidate,0.0
PPEF2,False,False,0,,0.0,0,negative_candidate,0.0
KRT86,False,False,0,,0.0,0,negative_candidate,0.0
MRGPRF,False,False,0,,0.0,0,negative_candidate,0.0
FSD2,False,False,0,,0.0,0,negative_candidate,0.0
QRICH2,False,False,0,,0.0,0,negative_candidate,0.0
BRD7,True,False,1,NCG,1.0,1,single_source_positive,
ZNF530,False,False,0,,0.0,0,negative_candidate,0.0
ANXA13,False,False,0,,0.0,0,negative_candidate,0.0
KMT2B,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
GOLGA5,False,True,1,CIViC,1.0,1,single_source_positive,
CBLB,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
VRK3,False,False,0,,0.0,0,negative_candidate,0.0
RTP2,False,False,0,,0.0,0,negative_candidate,0.0
SDE2,False,False,0,,0.0,0,negative_candidate,0.0
ARID5A,False,False,0,,0.0,0,negative_candidate,0.0
TAAR6,False,False,0,,0.0,0,negative_candidate,0.0
MYLK4,False,False,0,,0.0,0,negative_candidate,0.0
PPAT,False,False,0,,0.0,0,negative_candidate,0.0
PHF20L1,False,False,0,,0.0,0,negative_candidate,0.0
KDSR,False,False,0,,0.0,0,negative_candidate,0.0
DPP6,True,False,1,NCG,1.0,1,single_source_positive,
ARMC6,False,False,0,,0.0,0,negative_candidate,0.0
CRYGA,False,False,0,,0.0,0,negative_candidate,0.0
OTUD7B,False,False,0,,0.0,0,negative_candidate,0.0
SUSD5,False,False,0,,0.0,0,negative_candidate,0.0
EMC4,False,False,0,,0.0,0,negative_candidate,0.0
NEDD8,False,False,0,,0.0,0,negative_candidate,0.0
BMP1,False,False,0,,0.0,0,negative_candidate,0.0
MROH5,False,False,0,,0.0,0,negative_candidate,0.0
TGM6,False,False,0,,0.0,0,negative_candidate,0.0
PITX3,False,False,0,,0.0,0,negative_candidate,0.0
ANKHD1-EIF4EBP3,False,False,0,,0.0,0,negative_candidate,0.0
SLC16A14,False,False,0,,0.0,0,negative_candidate,0.0
MPP3,False,False,0,,0.0,0,negative_candidate,0.0
KLHL18,False,False,0,,0.0,0,negative_candidate,0.0
CPN2,False,False,0,,0.0,0,negative_candidate,0.0
CBARP,True,False,1,NCG,1.0,1,single_source_positive,
TRIM67,False,False,0,,0.0,0,negative_candidate,0.0
DNAJC16,False,False,0,,0.0,0,negative_candidate,0.0
THBS1,True,False,1,NCG,1.0,1,single_source_positive,
ZNF135,False,False,0,,0.0,0,negative_candidate,0.0
RBMS2,False,False,0,,0.0,0,negative_candidate,0.0
TNFRSF25,False,False,0,,0.0,0,negative_candidate,0.0
TP53I13,False,False,0,,0.0,0,negative_candidate,0.0
OR5B2,False,False,0,,0.0,0,negative_candidate,0.0
RNF17,False,False,0,,0.0,0,negative_candidate,0.0
HIVEP2,False,False,0,,0.0,0,negative_candidate,0.0
IMMT,False,False,0,,0.0,0,negative_candidate,0.0
TAF1D,False,False,0,,0.0,0,negative_candidate,0.0
DCHS1,True,False,1,NCG,1.0,1,single_source_positive,
HTT,False,False,0,,0.0,0,negative_candidate,0.0
CHSY1,False,False,0,,0.0,0,negative_candidate,0.0
THSD4,False,False,0,,0.0,0,negative_candidate,0.0
BABAM1,True,False,1,NCG,1.0,1,single_source_positive,
ZDHHC9,False,False,0,,0.0,0,negative_candidate,0.0
EHD4,False,False,0,,0.0,0,negative_candidate,0.0
CYTH4,False,False,0,,0.0,0,negative_candidate,0.0
FABP6,False,False,0,,0.0,0,negative_candidate,0.0
ASAP2,True,False,1,NCG,1.0,1,single_source_positive,
CDK19,False,False,0,,0.0,0,negative_candidate,0.0
CUL7,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
COQ9,False,False,0,,0.0,0,negative_candidate,0.0
GTPBP6,False,False,0,,0.0,0,negative_candidate,0.0
DMWD,False,False,0,,0.0,0,negative_candidate,0.0
AGGF1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
DAO,True,False,1,NCG,1.0,1,single_source_positive,
RNF130,False,False,0,,0.0,0,negative_candidate,0.0
IL10RB,False,False,0,,0.0,0,negative_candidate,0.0
CUZD1,False,False,0,,0.0,0,negative_candidate,0.0
DCPS,False,False,0,,0.0,0,negative_candidate,0.0
CYP2E1,True,False,1,NCG,1.0,1,single_source_positive,
ZBED9,False,False,0,,0.0,0,negative_candidate,0.0
TARS3,False,False,0,,0.0,0,negative_candidate,0.0
SH3BP2,False,False,0,,0.0,0,negative_candidate,0.0
MYOD1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
C2ORF76,False,False,0,,0.0,0,negative_candidate,0.0
IL12A,False,False,0,,0.0,0,negative_candidate,0.0
ACTRT1,False,False,0,,0.0,0,negative_candidate,0.0
HSPB8,False,False,0,,0.0,0,negative_candidate,0.0
FMC1,False,False,0,,0.0,0,negative_candidate,0.0
PEX3,False,False,0,,0.0,0,negative_candidate,0.0
GDF10,False,False,0,,0.0,0,negative_candidate,0.0
C10ORF120,False,False,0,,0.0,0,negative_candidate,0.0
CASKIN2,False,False,0,,0.0,0,negative_candidate,0.0
RUFY3,False,False,0,,0.0,0,negative_candidate,0.0
SEC24C,False,False,0,,0.0,0,negative_candidate,0.0
PPM1J,True,False,1,NCG,1.0,1,single_source_positive,
UBR2,False,False,0,,0.0,0,negative_candidate,0.0
RTP5,False,False,0,,0.0,0,negative_candidate,0.0
IGHV4-28,False,False,0,,0.0,0,negative_candidate,0.0
CNOT6L,False,False,0,,0.0,0,negative_candidate,0.0
LCE3C,False,False,0,,0.0,0,negative_candidate,0.0
SERTAD2,False,False,0,,0.0,0,negative_candidate,0.0
IFNA14,False,False,0,,0.0,0,negative_candidate,0.0
IFIH1,False,False,0,,0.0,0,negative_candidate,0.0
NUDT10,True,False,1,NCG,1.0,1,single_source_positive,
COL4A1,True,False,1,NCG,1.0,1,single_source_positive,
AK4,False,False,0,,0.0,0,negative_candidate,0.0
RGS12,True,False,1,NCG,1.0,1,single_source_positive,
PDE6C,False,False,0,,0.0,0,negative_candidate,0.0
UGT1A6,False,False,0,,0.0,0,negative_candidate,0.0
ASNSD1,False,False,0,,0.0,0,negative_candidate,0.0
DNAJC12,False,False,0,,0.0,0,negative_candidate,0.0
ZNF189,False,False,0,,0.0,0,negative_candidate,0.0
TDRD7,False,False,0,,0.0,0,negative_candidate,0.0
PARP16,False,False,0,,0.0,0,negative_candidate,0.0
STK32C,False,False,0,,0.0,0,negative_candidate,0.0
PHKA2,True,False,1,NCG,1.0,1,single_source_positive,
AQP8,False,False,0,,0.0,0,negative_candidate,0.0
FCAR,False,False,0,,0.0,0,negative_candidate,0.0
CYP11B1,False,False,0,,0.0,0,negative_candidate,0.0
TSKU,False,False,0,,0.0,0,negative_candidate,0.0
TEF,False,False,0,,0.0,0,negative_candidate,0.0
ZNF548,False,False,0,,0.0,0,negative_candidate,0.0
KIF9,False,False,0,,0.0,0,negative_candidate,0.0
SFTPB,False,False,0,,0.0,0,negative_candidate,0.0
KRTAP1-1,False,False,0,,0.0,0,negative_candidate,0.0
PLPP7,False,False,0,,0.0,0,negative_candidate,0.0
GNPTAB,True,False,1,NCG,1.0,1,single_source_positive,
GALNT17,False,False,0,,0.0,0,negative_candidate,0.0
ELAVL3,True,False,1,NCG,1.0,1,single_source_positive,
FYB1,False,False,0,,0.0,0,negative_candidate,0.0
OR2D2,True,False,1,NCG,1.0,1,single_source_positive,
ELF4,True,False,1,NCG,1.0,1,single_source_positive,
ATP2B1,False,False,0,,0.0,0,negative_candidate,0.0
HMGCR,False,False,0,,0.0,0,negative_candidate,0.0
ZDHHC13,False,False,0,,0.0,0,negative_candidate,0.0
GAD2,False,False,0,,0.0,0,negative_candidate,0.0
HNRNPUL1,False,False,0,,0.0,0,negative_candidate,0.0
PRLHR,False,False,0,,0.0,0,negative_candidate,0.0
C1ORF162,False,False,0,,0.0,0,negative_candidate,0.0
ADAMTS13,False,False,0,,0.0,0,negative_candidate,0.0
SLC5A10,False,False,0,,0.0,0,negative_candidate,0.0
OAF,False,False,0,,0.0,0,negative_candidate,0.0
HCRTR1,False,False,0,,0.0,0,negative_candidate,0.0
TAAR9,False,False,0,,0.0,0,negative_candidate,0.0
PRPS2,False,False,0,,0.0,0,negative_candidate,0.0
AIFM2,False,False,0,,0.0,0,negative_candidate,0.0
GLIPR1,False,False,0,,0.0,0,negative_candidate,0.0
HAUS7,False,False,0,,0.0,0,negative_candidate,0.0
RPRD1B,True,False,1,NCG,1.0,1,single_source_positive,
NEK4,False,False,0,,0.0,0,negative_candidate,0.0
TMPRSS11F,False,False,0,,0.0,0,negative_candidate,0.0
SLC45A1,False,False,0,,0.0,0,negative_candidate,0.0
CD300E,True,False,1,NCG,1.0,1,single_source_positive,
CCDC83,False,False,0,,0.0,0,negative_candidate,0.0
PIGG,False,False,0,,0.0,0,negative_candidate,0.0
KIFAP3,False,False,0,,0.0,0,negative_candidate,0.0
VNN2,False,False,0,,0.0,0,negative_candidate,0.0
FRMD4A,False,False,0,,0.0,0,negative_candidate,0.0
NCF2,True,False,1,NCG,1.0,1,single_source_positive,
IPO9,False,False,0,,0.0,0,negative_candidate,0.0
OR10AD1,False,False,0,,0.0,0,negative_candidate,0.0
MRGPRD,False,False,0,,0.0,0,negative_candidate,0.0
ZNF160,False,False,0,,0.0,0,negative_candidate,0.0
B9D2,False,False,0,,0.0,0,negative_candidate,0.0
WWC1,False,False,0,,0.0,0,negative_candidate,0.0
ABHD17B,False,False,0,,0.0,0,negative_candidate,0.0
SLC14A1,False,False,0,,0.0,0,negative_candidate,0.0
MAP4K3,True,False,1,NCG,1.0,1,single_source_positive,
TTLL6,False,False,0,,0.0,0,negative_candidate,0.0
MCOLN3,False,False,0,,0.0,0,negative_candidate,0.0
PCBP4,False,False,0,,0.0,0,negative_candidate,0.0
LONRF1,True,False,1,NCG,1.0,1,single_source_positive,
GORASP1,True,False,1,NCG,1.0,1,single_source_positive,
C2ORF78,False,False,0,,0.0,0,negative_candidate,0.0
CNOT1,True,False,1,NCG,1.0,1,single_source_positive,
MSR1,True,False,1,NCG,1.0,1,single_source_positive,
NKTR,True,False,1,NCG,1.0,1,single_source_positive,
FSCB,True,False,1,NCG,1.0,1,single_source_positive,
CXORF66,False,False,0,,0.0,0,negative_candidate,0.0
CHUK,False,False,0,,0.0,0,negative_candidate,0.0
MARF1,False,False,0,,0.0,0,negative_candidate,0.0
HHATL,False,False,0,,0.0,0,negative_candidate,0.0
DPH1,False,False,0,,0.0,0,negative_candidate,0.0
BRAP,False,False,0,,0.0,0,negative_candidate,0.0
TARS1,False,False,0,,0.0,0,negative_candidate,0.0
SEMA3B,False,False,0,,0.0,0,negative_candidate,0.0
SIGLEC11,False,False,0,,0.0,0,negative_candidate,0.0
MTPAP,False,False,0,,0.0,0,negative_candidate,0.0
CCDC198,False,False,0,,0.0,0,negative_candidate,0.0
GNAO1,False,False,0,,0.0,0,negative_candidate,0.0
POLR3C,False,False,0,,0.0,0,negative_candidate,0.0
MS4A3,False,False,0,,0.0,0,negative_candidate,0.0
PXK,False,False,0,,0.0,0,negative_candidate,0.0
TPP2,False,False,0,,0.0,0,negative_candidate,0.0
ZNF354C,False,False,0,,0.0,0,negative_candidate,0.0
RAB11FIP2,False,False,0,,0.0,0,negative_candidate,0.0
NR1D1,False,False,0,,0.0,0,negative_candidate,0.0
GLIS2,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
OR4A5,False,False,0,,0.0,0,negative_candidate,0.0
ADH1A,False,False,0,,0.0,0,negative_candidate,0.0
TBC1D1,False,False,0,,0.0,0,negative_candidate,0.0
SLC15A4,False,False,0,,0.0,0,negative_candidate,0.0
FAM98C,False,False,0,,0.0,0,negative_candidate,0.0
FGD5,False,False,0,,0.0,0,negative_candidate,0.0
TRPM3,True,False,1,NCG,1.0,1,single_source_positive,
PDE5A,False,False,0,,0.0,0,negative_candidate,0.0
PRSS21,False,False,0,,0.0,0,negative_candidate,0.0
GAGE1,False,False,0,,0.0,0,negative_candidate,0.0
DNAH1,True,False,1,NCG,1.0,1,single_source_positive,
B2M,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
MS4A14,False,False,0,,0.0,0,negative_candidate,0.0
OSBPL11,False,False,0,,0.0,0,negative_candidate,0.0
CD160,False,False,0,,0.0,0,negative_candidate,0.0
SYCE2,False,False,0,,0.0,0,negative_candidate,0.0
ESR1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
MLLT10,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
NFAT5,True,False,1,NCG,1.0,1,single_source_positive,
TSPAN7,False,False,0,,0.0,0,negative_candidate,0.0
SIM1,False,False,0,,0.0,0,negative_candidate,0.0
STX8,False,False,0,,0.0,0,negative_candidate,0.0
SPATA31A1,False,False,0,,0.0,0,negative_candidate,0.0
LRIT2,False,False,0,,0.0,0,negative_candidate,0.0
PALD1,False,False,0,,0.0,0,negative_candidate,0.0
GIGYF2,True,False,1,NCG,1.0,1,single_source_positive,
BPI,False,False,0,,0.0,0,negative_candidate,0.0
LRRC52,False,False,0,,0.0,0,negative_candidate,0.0
WASF3,True,False,1,NCG,1.0,1,single_source_positive,
CMTR1,True,False,1,NCG,1.0,1,single_source_positive,
GPATCH2L,False,False,0,,0.0,0,negative_candidate,0.0
FNTA,False,False,0,,0.0,0,negative_candidate,0.0
TMCO3,False,False,0,,0.0,0,negative_candidate,0.0
YES1,False,True,1,CIViC,0.9,1,single_source_positive,
SYNGAP1,False,False,0,,0.0,0,negative_candidate,0.0
NPNT,True,False,1,NCG,1.0,1,single_source_positive,
KRT4,False,False,0,,0.0,0,negative_candidate,0.0
C11ORF71,False,False,0,,0.0,0,negative_candidate,0.0
EHMT1,False,False,0,,0.0,0,negative_candidate,0.0
CCDC88A,True,False,1,NCG,1.0,1,single_source_positive,
C2ORF80,False,False,0,,0.0,0,negative_candidate,0.0
ARMC5,False,False,0,,0.0,0,negative_candidate,0.0
SPATA20,False,False,0,,0.0,0,negative_candidate,0.0
DUSP6,False,True,1,CIViC,1.0,1,single_source_positive,
NLGN2,False,False,0,,0.0,0,negative_candidate,0.0
ZNF317,False,False,0,,0.0,0,negative_candidate,0.0
CIAO1,False,False,0,,0.0,0,negative_candidate,0.0
ATG7,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
HNRNPF,False,False,0,,0.0,0,negative_candidate,0.0
CORO1C,False,False,0,,0.0,0,negative_candidate,0.0
C3AR1,True,False,1,NCG,1.0,1,single_source_positive,
FAM149A,False,False,0,,0.0,0,negative_candidate,0.0
WDR36,False,False,0,,0.0,0,negative_candidate,0.0
MAN2A1,True,False,1,NCG,1.0,1,single_source_positive,
SLC1A3,True,False,1,NCG,1.0,1,single_source_positive,
MORC3,False,False,0,,0.0,0,negative_candidate,0.0
OR5T2,False,False,0,,0.0,0,negative_candidate,0.0
VWA7,True,False,1,NCG,1.0,1,single_source_positive,
PDZD2,True,False,1,NCG,1.0,1,single_source_positive,
HAPLN3,False,False,0,,0.0,0,negative_candidate,0.0
SMCR8,False,False,0,,0.0,0,negative_candidate,0.0
OR6C2,False,False,0,,0.0,0,negative_candidate,0.0
ARHGAP30,False,False,0,,0.0,0,negative_candidate,0.0
LYZL2,False,False,0,,0.0,0,negative_candidate,0.0
GPR21,False,False,0,,0.0,0,negative_candidate,0.0
ZBTB12,False,False,0,,0.0,0,negative_candidate,0.0
OR4N2,False,False,0,,0.0,0,negative_candidate,0.0
RGS10,False,False,0,,0.0,0,negative_candidate,0.0
PER3,True,False,1,NCG,1.0,1,single_source_positive,
C5ORF58,False,False,0,,0.0,0,negative_candidate,0.0
FBXL3,False,False,0,,0.0,0,negative_candidate,0.0
ESPL1,True,False,1,NCG,1.0,1,single_source_positive,
TGM2,False,False,0,,0.0,0,negative_candidate,0.0
CCDC197,False,False,0,,0.0,0,negative_candidate,0.0
KLHDC2,False,False,0,,0.0,0,negative_candidate,0.0
GAPVD1,False,False,0,,0.0,0,negative_candidate,0.0
ACCSL,False,False,0,,0.0,0,negative_candidate,0.0
HYAL1,False,False,0,,0.0,0,negative_candidate,0.0
TSPOAP1,False,False,0,,0.0,0,negative_candidate,0.0
C16ORF70,False,False,0,,0.0,0,negative_candidate,0.0
SLC12A4,False,False,0,,0.0,0,negative_candidate,0.0
ZNF692,False,False,0,,0.0,0,negative_candidate,0.0
SLC22A6,False,False,0,,0.0,0,negative_candidate,0.0
EVX1,False,False,0,,0.0,0,negative_candidate,0.0
CALD1,True,False,1,NCG,1.0,1,single_source_positive,
P2RX2,False,False,0,,0.0,0,negative_candidate,0.0
MT1M,False,False,0,,0.0,0,negative_candidate,0.0
MRPL39,False,False,0,,0.0,0,negative_candidate,0.0
SRCAP,True,False,1,NCG,1.0,1,single_source_positive,
AGO2,False,False,0,,0.0,0,negative_candidate,0.0
B3GLCT,True,False,1,NCG,1.0,1,single_source_positive,
LAMB1,True,False,1,NCG,1.0,1,single_source_positive,
EFCAB3,False,False,0,,0.0,0,negative_candidate,0.0
ARHGEF12,True,False,1,NCG,1.0,1,single_source_positive,
TMEM31,False,False,0,,0.0,0,negative_candidate,0.0
EPAS1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
STK32A,False,False,0,,0.0,0,negative_candidate,0.0
MUSK,True,False,1,NCG,1.0,1,single_source_positive,
SPRR2B,True,False,1,NCG,1.0,1,single_source_positive,
SLC6A19,False,False,0,,0.0,0,negative_candidate,0.0
ARAP1,False,False,0,,0.0,0,negative_candidate,0.0
PRDM15,False,False,0,,0.0,0,negative_candidate,0.0
NOTCH4,True,False,1,NCG,1.0,1,single_source_positive,
ZSCAN25,False,False,0,,0.0,0,negative_candidate,0.0
ZNF493,False,False,0,,0.0,0,negative_candidate,0.0
ZNF668,True,False,1,NCG,1.0,1,single_source_positive,
TM6SF2,False,False,0,,0.0,0,negative_candidate,0.0
SGCA,False,False,0,,0.0,0,negative_candidate,0.0
TRAV23DV6,False,False,0,,0.0,0,negative_candidate,0.0
OTOP3,False,False,0,,0.0,0,negative_candidate,0.0
DDIT4,False,False,0,,0.0,0,negative_candidate,0.0
FOXD4L5,False,False,0,,0.0,0,negative_candidate,0.0
MIEF1,False,False,0,,0.0,0,negative_candidate,0.0
HNRNPR,False,False,0,,0.0,0,negative_candidate,0.0
CPE,False,False,0,,0.0,0,negative_candidate,0.0
MTNR1B,False,False,0,,0.0,0,negative_candidate,0.0
VRTN,False,False,0,,0.0,0,negative_candidate,0.0
OR4C16,False,False,0,,0.0,0,negative_candidate,0.0
ACOT6,False,False,0,,0.0,0,negative_candidate,0.0
PHF21B,False,False,0,,0.0,0,negative_candidate,0.0
GNAZ,False,False,0,,0.0,0,negative_candidate,0.0
PPFIA1,False,False,0,,0.0,0,negative_candidate,0.0
CXCR5,False,False,0,,0.0,0,negative_candidate,0.0
ARMH3,True,False,1,NCG,1.0,1,single_source_positive,
SDF2,False,False,0,,0.0,0,negative_candidate,0.0
RGL1,True,False,1,NCG,1.0,1,single_source_positive,
CYCS,False,False,0,,0.0,0,negative_candidate,0.0
SLC3A1,False,False,0,,0.0,0,negative_candidate,0.0
C1QA,False,False,0,,0.0,0,negative_candidate,0.0
SVIL,False,False,0,,0.0,0,negative_candidate,0.0
ASPA,False,False,0,,0.0,0,negative_candidate,0.0
PIKFYVE,False,False,0,,0.0,0,negative_candidate,0.0
DUSP7,True,False,1,NCG,1.0,1,single_source_positive,
KRTAP19-6,False,False,0,,0.0,0,negative_candidate,0.0
SLC12A9,False,False,0,,0.0,0,negative_candidate,0.0
MERTK,False,True,1,CIViC,1.0,1,single_source_positive,
DAB2IP,True,False,1,NCG,1.0,1,single_source_positive,
IL1RAP,False,False,0,,0.0,0,negative_candidate,0.0
GBX2,False,False,0,,0.0,0,negative_candidate,0.0
CSF2RB,False,True,1,CIViC,0.9,1,single_source_positive,
RPS4Y2,False,False,0,,0.0,0,negative_candidate,0.0
ALX4,True,False,1,NCG,1.0,1,single_source_positive,
SYT12,False,False,0,,0.0,0,negative_candidate,0.0
GTF2IRD2,False,False,0,,0.0,0,negative_candidate,0.0
FOXF2,False,False,0,,0.0,0,negative_candidate,0.0
CLEC2B,False,False,0,,0.0,0,negative_candidate,0.0
PSMD6,False,False,0,,0.0,0,negative_candidate,0.0
GPR101,False,False,0,,0.0,0,negative_candidate,0.0
ZBTB44,False,False,0,,0.0,0,negative_candidate,0.0
LAMP1,False,False,0,,0.0,0,negative_candidate,0.0
KRT10,False,False,0,,0.0,0,negative_candidate,0.0
DBH,False,False,0,,0.0,0,negative_candidate,0.0
RTP3,False,False,0,,0.0,0,negative_candidate,0.0
PPP1R12B,False,False,0,,0.0,0,negative_candidate,0.0
CEP72,False,False,0,,0.0,0,negative_candidate,0.0
MAGEB10,False,False,0,,0.0,0,negative_candidate,0.0
CEMIP,False,False,0,,0.0,0,negative_candidate,0.0
CDA,False,False,0,,0.0,0,negative_candidate,0.0
MYF5,False,False,0,,0.0,0,negative_candidate,0.0
GPR35,False,False,0,,0.0,0,negative_candidate,0.0
P3H3,False,False,0,,0.0,0,negative_candidate,0.0
SF3B2,True,False,1,NCG,1.0,1,single_source_positive,
OR2G2,False,False,0,,0.0,0,negative_candidate,0.0
WAS,True,False,1,NCG,1.0,1,single_source_positive,
IRAK3,False,False,0,,0.0,0,negative_candidate,0.0
RPRM,False,False,0,,0.0,0,negative_candidate,0.0
MEPCE,False,False,0,,0.0,0,negative_candidate,0.0
ZNF793,False,False,0,,0.0,0,negative_candidate,0.0
MYH10,False,False,0,,0.0,0,negative_candidate,0.0
RAPGEF3,True,False,1,NCG,1.0,1,single_source_positive,
OR10Q1,False,False,0,,0.0,0,negative_candidate,0.0
ZSCAN5B,False,False,0,,0.0,0,negative_candidate,0.0
LRCH1,False,False,0,,0.0,0,negative_candidate,0.0
CHAC2,False,False,0,,0.0,0,negative_candidate,0.0
ZNF587,False,False,0,,0.0,0,negative_candidate,0.0
EP400,True,False,1,NCG,1.0,1,single_source_positive,
NCK1,False,False,0,,0.0,0,negative_candidate,0.0
CCDC102B,True,False,1,NCG,1.0,1,single_source_positive,
LGALSL,False,False,0,,0.0,0,negative_candidate,0.0
AP2A2,False,False,0,,0.0,0,negative_candidate,0.0
ANKRD29,False,False,0,,0.0,0,negative_candidate,0.0
CEP170B,False,False,0,,0.0,0,negative_candidate,0.0
RNF144B,True,False,1,NCG,1.0,1,single_source_positive,
ARGFX,False,False,0,,0.0,0,negative_candidate,0.0
C4B,False,False,0,,0.0,0,negative_candidate,0.0
POLL,False,False,0,,0.0,0,negative_candidate,0.0
PANK2,False,False,0,,0.0,0,negative_candidate,0.0
TOP1,False,True,1,CIViC,1.0,1,single_source_positive,
PDHA2,False,False,0,,0.0,0,negative_candidate,0.0
TNFRSF19,False,False,0,,0.0,0,negative_candidate,0.0
PNPLA1,False,False,0,,0.0,0,negative_candidate,0.0
GFM2,False,False,0,,0.0,0,negative_candidate,0.0
RNF122,False,False,0,,0.0,0,negative_candidate,0.0
OR4C12,False,False,0,,0.0,0,negative_candidate,0.0
DEFB121,False,False,0,,0.0,0,negative_candidate,0.0
EPCAM,False,True,1,CIViC,1.0,1,single_source_positive,
CAB39L,False,False,0,,0.0,0,negative_candidate,0.0
TTC31,False,False,0,,0.0,0,negative_candidate,0.0
HSPA12B,False,False,0,,0.0,0,negative_candidate,0.0
